,Configuration,Averaged on Last Epoch,Averaged Max Achieved,Overall Max on Last Epoch,Overall Max Achieved,Averaged Max Epoch
194,"Activation: elu, Optimizer: Adadelta, rho: 0.990000, Decay: 0.000000, Dataset-wise Standardized data",97.85999999999999,97.99,98.00999999999999,98.13,78
195,"Activation: elu, Optimizer: Adadelta, rho: 0.500000, Decay: 0.010000, Dataset-wise Standardized data",93.688,93.688,93.87,93.87,99
196,"Activation: elu, Optimizer: Adadelta, rho: 0.900000, Decay: 0.010000, Dataset-wise Standardized data",94.73800000000001,94.73800000000001,94.92,94.95,99
197,"Activation: elu, Optimizer: Adadelta, rho: 0.990000, Decay: 0.010000, Dataset-wise Standardized data",96.136,96.136,96.21,96.21,99
198,"Activation: elu, Optimizer: Adadelta, rho: 0.990000, Decay: 0.010000, Dataset-wise Standardized data",96.136,96.136,96.21,96.21,99
199,"Activation: elu, Optimizer: adam, amsgrad: 1.000000, Decay: 0.000000, Dataset-wise Standardized data",97.89,97.952,97.94,98.1,75
200,"Activation: elu, Optimizer: adam, amsgrad: 0.000000, Decay: 0.010000, Dataset-wise Standardized data",95.704,95.708,96.03,96.03,97
201,"Activation: elu, Optimizer: adam, amsgrad: 1.000000, Decay: 0.010000, Dataset-wise Standardized data",95.39999999999999,95.40599999999999,95.55,95.55,97
202,"Activation: elu, Optimizer: Adagrad, Decay: 0.010000, Dataset-wise Standardized data",93.24200000000002,93.244,93.44,93.46,98
203,"Activation: elu, Optimizer: Adamax, Decay: 0.010000, Dataset-wise Standardized data",94.30799999999999,94.30799999999999,94.55,94.55,99
204,"Activation: elu, Optimizer: Nadam, Schedule Decay: 0.010000, Dataset-wise Standardized data",97.57199999999999,97.73400000000001,97.66,98.03,34
205,"Activation: elu, Optimizer: sgd, Momentum: 0.000000, Decay: 0.001000, Nesterov: False, Dataset-wise Standardized data",94.858,94.862,94.98,95.0,97
206,"Activation: elu, Optimizer: sgd, Momentum: 0.000000, Decay: 0.001000, Nesterov: True, Dataset-wise Standardized data",94.82799999999999,94.82799999999999,95.06,95.06,99
207,"Activation: elu, Optimizer: rmsp, rho: 0.500000, Decay: 0.001000, Dataset-wise Standardized data",97.474,97.5,97.57000000000001,97.6,90
208,"Activation: elu, Optimizer: rmsp, rho: 0.990000, Decay: 0.001000, Dataset-wise Standardized data",97.758,97.758,97.89,97.92999999999999,99
209,"Activation: elu, Optimizer: Adadelta, rho: 0.500000, Decay: 0.001000, Dataset-wise Standardized data",97.03399999999999,97.046,97.11,97.16,98
210,"Activation: elu, Optimizer: Adadelta, rho: 0.900000, Decay: 0.001000, Dataset-wise Standardized data",97.376,97.376,97.45,97.46000000000001,99
211,"Activation: elu, Optimizer: Adadelta, rho: 0.990000, Decay: 0.001000, Dataset-wise Standardized data",97.81599999999999,97.81599999999999,97.92999999999999,98.0,99
212,"Activation: elu, Optimizer: Adadelta, rho: 0.990000, Decay: 0.001000, Dataset-wise Standardized data",97.81599999999999,97.81599999999999,97.92999999999999,98.0,99
213,"Activation: elu, Optimizer: adam, amsgrad: 0.000000, Decay: 0.001000, Dataset-wise Standardized data",97.69399999999999,97.712,97.81,97.82,90
214,"Activation: elu, Optimizer: adam, amsgrad: 1.000000, Decay: 0.001000, Dataset-wise Standardized data",97.63999999999999,97.672,97.71,97.74000000000001,93
215,"Activation: elu, Optimizer: Adagrad, Decay: 0.001000, Dataset-wise Standardized data",95.93400000000001,95.93400000000001,95.99,95.99,99
216,"Activation: elu, Optimizer: Adamax, Decay: 0.001000, Dataset-wise Standardized data",97.258,97.272,97.3,97.35000000000001,97
217,"Activation: elu, Optimizer: Nadam, Schedule Decay: 0.001000, Dataset-wise Standardized data",97.632,97.73799999999999,97.77,97.95,80
218,"Activation: selu, Optimizer: sgd, Momentum: 0.100000, Decay: 0.000000, Nesterov: False, Dataset-wise Standardized data",97.88799999999999,97.90599999999999,98.0,98.04,97
219,"Activation: selu, Optimizer: sgd, Momentum: 0.900000, Decay: 0.000000, Nesterov: False, Dataset-wise Standardized data",97.97,98.016,98.17,98.18,63
220,"Activation: selu, Optimizer: sgd, Momentum: 0.000000, Decay: 0.010000, Nesterov: False, Dataset-wise Standardized data",91.204,91.204,91.39,91.39,99
221,"Activation: selu, Optimizer: sgd, Momentum: 0.000000, Decay: 0.000000, Nesterov: True, Dataset-wise Standardized data",97.80799999999999,97.81,97.94,97.98,94
222,"Activation: selu, Optimizer: sgd, Momentum: 0.100000, Decay: 0.000000, Nesterov: True, Dataset-wise Standardized data",97.834,97.86999999999999,97.97,98.0,95
223,"Activation: selu, Optimizer: sgd, Momentum: 0.900000, Decay: 0.000000, Nesterov: True, Dataset-wise Standardized data",97.96800000000002,98.072,98.07000000000001,98.27,85
224,"Activation: selu, Optimizer: sgd, Momentum: 0.000000, Decay: 0.010000, Nesterov: True, Dataset-wise Standardized data",91.082,91.082,91.3,91.3,99
225,"Activation: selu, Optimizer: rmsp, rho: 0.500000, Decay: 0.000000, Dataset-wise Standardized data",97.794,97.90599999999999,97.9,98.1,43
226,"Activation: selu, Optimizer: rmsp, rho: 0.990000, Decay: 0.000000, Dataset-wise Standardized data",97.84200000000001,97.966,97.92999999999999,98.14,35
227,"Activation: selu, Optimizer: rmsp, rho: 0.500000, Decay: 0.010000, Dataset-wise Standardized data",94.44600000000001,94.452,94.52000000000001,94.54,98
228,"Activation: selu, Optimizer: rmsp, rho: 0.990000, Decay: 0.010000, Dataset-wise Standardized data",95.45200000000001,95.45200000000001,95.7,95.71,99
229,"Activation: selu, Optimizer: Adadelta, rho: 0.500000, Decay: 0.000000, Dataset-wise Standardized data",97.92200000000001,98.03200000000001,97.98,98.19,79
230,"Activation: selu, Optimizer: Adadelta, rho: 0.900000, Decay: 0.000000, Dataset-wise Standardized data",97.98200000000001,98.056,98.04,98.19,87
231,"Activation: selu, Optimizer: Adadelta, rho: 0.990000, Decay: 0.000000, Dataset-wise Standardized data",97.936,98.04,98.03,98.26,70
232,"Activation: selu, Optimizer: Adadelta, rho: 0.500000, Decay: 0.010000, Dataset-wise Standardized data",93.202,93.202,93.37,93.39,99
233,"Activation: selu, Optimizer: Adadelta, rho: 0.900000, Decay: 0.010000, Dataset-wise Standardized data",94.316,94.33,94.44,94.45,98
234,"Activation: selu, Optimizer: Adadelta, rho: 0.990000, Decay: 0.010000, Dataset-wise Standardized data",95.67400000000002,95.684,95.91,95.91,98
235,"Activation: selu, Optimizer: Adadelta, rho: 0.990000, Decay: 0.010000, Dataset-wise Standardized data",95.67400000000002,95.684,95.91,95.91,98
236,"Activation: selu, Optimizer: adam, amsgrad: 1.000000, Decay: 0.000000, Dataset-wise Standardized data",98.00000000000001,98.07000000000001,98.13,98.26,65
237,"Activation: selu, Optimizer: adam, amsgrad: 0.000000, Decay: 0.010000, Dataset-wise Standardized data",94.96600000000001,94.96600000000001,95.09,95.09,99
238,"Activation: selu, Optimizer: adam, amsgrad: 1.000000, Decay: 0.010000, Dataset-wise Standardized data",94.71400000000001,94.71400000000001,94.89,94.91000000000001,99
239,"Activation: selu, Optimizer: Adagrad, Decay: 0.010000, Dataset-wise Standardized data",92.932,92.932,93.14,93.14,99
240,"Activation: selu, Optimizer: Adamax, Decay: 0.010000, Dataset-wise Standardized data",93.79000000000002,93.79000000000002,93.96,93.97999999999999,99
241,"Activation: selu, Optimizer: Nadam, Schedule Decay: 0.010000, Dataset-wise Standardized data",97.58799999999998,97.81400000000001,97.76,98.00999999999999,73
242,"Activation: selu, Optimizer: sgd, Momentum: 0.000000, Decay: 0.001000, Nesterov: False, Dataset-wise Standardized data",94.56000000000002,94.56000000000002,94.64,94.64,99
243,"Activation: selu, Optimizer: sgd, Momentum: 0.000000, Decay: 0.001000, Nesterov: True, Dataset-wise Standardized data",94.65400000000001,94.658,94.81,94.83,98
244,"Activation: selu, Optimizer: rmsp, rho: 0.500000, Decay: 0.001000, Dataset-wise Standardized data",97.414,97.436,97.65,97.72999999999999,90
245,"Activation: selu, Optimizer: rmsp, rho: 0.990000, Decay: 0.001000, Dataset-wise Standardized data",97.70199999999998,97.71999999999998,97.82,97.89,98
246,"Activation: selu, Optimizer: Adadelta, rho: 0.500000, Decay: 0.001000, Dataset-wise Standardized data",96.63199999999999,96.63600000000001,96.78999999999999,96.78999999999999,97
247,"Activation: selu, Optimizer: Adadelta, rho: 0.900000, Decay: 0.001000, Dataset-wise Standardized data",97.254,97.264,97.35000000000001,97.39,95
248,"Activation: selu, Optimizer: Adadelta, rho: 0.990000, Decay: 0.001000, Dataset-wise Standardized data",97.708,97.72800000000001,97.84,97.9,89
249,"Activation: selu, Optimizer: Adadelta, rho: 0.990000, Decay: 0.001000, Dataset-wise Standardized data",97.708,97.72800000000001,97.84,97.9,89
250,"Activation: selu, Optimizer: adam, amsgrad: 0.000000, Decay: 0.001000, Dataset-wise Standardized data",97.664,97.664,97.7,97.72999999999999,99
251,"Activation: selu, Optimizer: adam, amsgrad: 1.000000, Decay: 0.001000, Dataset-wise Standardized data",97.44399999999999,97.46,97.59,97.63,98
252,"Activation: selu, Optimizer: Adagrad, Decay: 0.001000, Dataset-wise Standardized data",95.51599999999999,95.51799999999999,95.71,95.72,96
253,"Activation: selu, Optimizer: Adamax, Decay: 0.001000, Dataset-wise Standardized data",97.06399999999998,97.078,97.18,97.22,98
254,"Activation: selu, Optimizer: Nadam, Schedule Decay: 0.001000, Dataset-wise Standardized data",97.564,97.782,97.64,98.08,73
255,"Activation: softplus, Optimizer: sgd, Momentum: 0.100000, Decay: 0.000000, Nesterov: False, Dataset-wise Standardized data",97.56400000000001,97.576,97.74000000000001,97.78999999999999,97
256,"Activation: softplus, Optimizer: sgd, Momentum: 0.900000, Decay: 0.000000, Nesterov: False, Dataset-wise Standardized data",97.636,97.798,97.78,97.95,61
257,"Activation: softplus, Optimizer: sgd, Momentum: 0.000000, Decay: 0.010000, Nesterov: False, Dataset-wise Standardized data",88.62,88.62,88.89,88.89,99
258,"Activation: softplus, Optimizer: sgd, Momentum: 0.000000, Decay: 0.000000, Nesterov: True, Dataset-wise Standardized data",97.54599999999999,97.54599999999999,97.64,97.69,99
259,"Activation: softplus, Optimizer: sgd, Momentum: 0.100000, Decay: 0.000000, Nesterov: True, Dataset-wise Standardized data",97.53999999999999,97.59,97.75,97.78999999999999,95
260,"Activation: softplus, Optimizer: sgd, Momentum: 0.900000, Decay: 0.000000, Nesterov: True, Dataset-wise Standardized data",97.81400000000001,97.88600000000001,97.94,98.09,63
261,"Activation: softplus, Optimizer: sgd, Momentum: 0.000000, Decay: 0.010000, Nesterov: True, Dataset-wise Standardized data",88.414,88.414,88.89,88.89,99
262,"Activation: softplus, Optimizer: rmsp, rho: 0.500000, Decay: 0.000000, Dataset-wise Standardized data",96.57,96.784,96.64,97.06,8
263,"Activation: softplus, Optimizer: rmsp, rho: 0.990000, Decay: 0.000000, Dataset-wise Standardized data",97.59,97.812,97.67,98.00999999999999,38
264,"Activation: softplus, Optimizer: rmsp, rho: 0.500000, Decay: 0.010000, Dataset-wise Standardized data",94.262,94.26599999999998,94.37,94.38,98
265,"Activation: softplus, Optimizer: rmsp, rho: 0.990000, Decay: 0.010000, Dataset-wise Standardized data",95.124,95.12599999999999,95.26,95.27,94
266,"Activation: softplus, Optimizer: Adadelta, rho: 0.500000, Decay: 0.000000, Dataset-wise Standardized data",97.106,97.272,97.2,97.41,25
267,"Activation: softplus, Optimizer: Adadelta, rho: 0.900000, Decay: 0.000000, Dataset-wise Standardized data",97.55199999999998,97.706,97.76,97.91,31
268,"Activation: softplus, Optimizer: Adadelta, rho: 0.990000, Decay: 0.000000, Dataset-wise Standardized data",97.628,97.78,97.65,97.92,45
269,"Activation: softplus, Optimizer: Adadelta, rho: 0.500000, Decay: 0.010000, Dataset-wise Standardized data",92.92999999999999,92.92999999999999,93.19,93.19,99
270,"Activation: softplus, Optimizer: Adadelta, rho: 0.900000, Decay: 0.010000, Dataset-wise Standardized data",93.88799999999999,93.894,94.01,94.02000000000001,95
271,"Activation: softplus, Optimizer: Adadelta, rho: 0.990000, Decay: 0.010000, Dataset-wise Standardized data",95.572,95.572,95.63000000000001,95.64,99
272,"Activation: softplus, Optimizer: Adadelta, rho: 0.990000, Decay: 0.010000, Dataset-wise Standardized data",95.572,95.572,95.63000000000001,95.64,99
273,"Activation: softplus, Optimizer: adam, amsgrad: 1.000000, Decay: 0.000000, Dataset-wise Standardized data",97.684,97.744,97.83,97.92999999999999,33
274,"Activation: softplus, Optimizer: adam, amsgrad: 0.000000, Decay: 0.010000, Dataset-wise Standardized data",94.99600000000001,94.99600000000001,95.09,95.09,99
275,"Activation: softplus, Optimizer: adam, amsgrad: 1.000000, Decay: 0.010000, Dataset-wise Standardized data",94.74200000000002,94.74200000000002,94.9,94.9,99
276,"Activation: softplus, Optimizer: Adagrad, Decay: 0.010000, Dataset-wise Standardized data",92.382,92.382,92.85,92.86,99
277,"Activation: softplus, Optimizer: Adamax, Decay: 0.010000, Dataset-wise Standardized data",93.42600000000002,93.428,93.66,93.66,98
278,"Activation: softplus, Optimizer: Nadam, Schedule Decay: 0.010000, Dataset-wise Standardized data",97.49600000000001,97.68799999999999,97.61,97.87,35
279,"Activation: softplus, Optimizer: sgd, Momentum: 0.000000, Decay: 0.001000, Nesterov: False, Dataset-wise Standardized data",93.36799999999998,93.382,93.56,93.58,98
280,"Activation: softplus, Optimizer: sgd, Momentum: 0.000000, Decay: 0.001000, Nesterov: True, Dataset-wise Standardized data",93.14599999999999,93.14599999999999,93.45,93.45,99
281,"Activation: softplus, Optimizer: rmsp, rho: 0.500000, Decay: 0.001000, Dataset-wise Standardized data",97.09200000000001,97.104,97.19,97.22,94
282,"Activation: softplus, Optimizer: rmsp, rho: 0.990000, Decay: 0.001000, Dataset-wise Standardized data",97.538,97.538,97.68,97.71,99
283,"Activation: softplus, Optimizer: Adadelta, rho: 0.500000, Decay: 0.001000, Dataset-wise Standardized data",96.44,96.45400000000001,96.57,96.58,98
284,"Activation: softplus, Optimizer: Adadelta, rho: 0.900000, Decay: 0.001000, Dataset-wise Standardized data",97.16000000000001,97.16799999999999,97.31,97.31,97
285,"Activation: softplus, Optimizer: Adadelta, rho: 0.990000, Decay: 0.001000, Dataset-wise Standardized data",97.42200000000001,97.424,97.49,97.50999999999999,78
286,"Activation: softplus, Optimizer: Adadelta, rho: 0.990000, Decay: 0.001000, Dataset-wise Standardized data",97.42200000000001,97.424,97.49,97.50999999999999,78
287,"Activation: softplus, Optimizer: adam, amsgrad: 0.000000, Decay: 0.001000, Dataset-wise Standardized data",97.59,97.61599999999999,97.65,97.72999999999999,96
288,"Activation: softplus, Optimizer: adam, amsgrad: 1.000000, Decay: 0.001000, Dataset-wise Standardized data",97.378,97.38799999999999,97.49,97.52,98
289,"Activation: softplus, Optimizer: Adagrad, Decay: 0.001000, Dataset-wise Standardized data",95.452,95.452,95.50999999999999,95.50999999999999,99
290,"Activation: softplus, Optimizer: Adamax, Decay: 0.001000, Dataset-wise Standardized data",96.84800000000001,96.85000000000001,97.03,97.08,98
291,"Activation: softplus, Optimizer: Nadam, Schedule Decay: 0.001000, Dataset-wise Standardized data",97.55199999999998,97.682,97.72999999999999,97.95,52
292,"Activation: softsign, Optimizer: sgd, Momentum: 0.100000, Decay: 0.000000, Nesterov: False, Dataset-wise Standardized data",96.77799999999999,96.81200000000001,96.96000000000001,96.96000000000001,98
293,"Activation: softsign, Optimizer: sgd, Momentum: 0.900000, Decay: 0.000000, Nesterov: False, Dataset-wise Standardized data",97.45000000000002,97.50399999999999,97.57000000000001,97.64,96
294,"Activation: softsign, Optimizer: sgd, Momentum: 0.000000, Decay: 0.010000, Nesterov: False, Dataset-wise Standardized data",86.366,86.366,86.68,86.68,99
295,"Activation: softsign, Optimizer: sgd, Momentum: 0.000000, Decay: 0.000000, Nesterov: True, Dataset-wise Standardized data",96.81599999999999,96.83800000000001,96.99,97.08,97
296,"Activation: softsign, Optimizer: sgd, Momentum: 0.100000, Decay: 0.000000, Nesterov: True, Dataset-wise Standardized data",96.898,96.91000000000001,96.97,97.05,91
297,"Activation: softsign, Optimizer: sgd, Momentum: 0.900000, Decay: 0.000000, Nesterov: True, Dataset-wise Standardized data",97.44999999999999,97.514,97.63,97.75,84
298,"Activation: softsign, Optimizer: sgd, Momentum: 0.000000, Decay: 0.010000, Nesterov: True, Dataset-wise Standardized data",86.828,86.828,87.13,87.13,99
299,"Activation: softsign, Optimizer: rmsp, rho: 0.500000, Decay: 0.000000, Dataset-wise Standardized data",97.41199999999999,97.41199999999999,97.50999999999999,97.55,99
300,"Activation: softsign, Optimizer: rmsp, rho: 0.990000, Decay: 0.000000, Dataset-wise Standardized data",97.428,97.492,97.50999999999999,97.76,93
301,"Activation: softsign, Optimizer: rmsp, rho: 0.500000, Decay: 0.010000, Dataset-wise Standardized data",93.46799999999999,93.47,93.8,93.81,96
302,"Activation: softsign, Optimizer: rmsp, rho: 0.990000, Decay: 0.010000, Dataset-wise Standardized data",94.022,94.03,94.06,94.07,97
303,"Activation: softsign, Optimizer: Adadelta, rho: 0.500000, Decay: 0.000000, Dataset-wise Standardized data",97.38,97.428,97.47,97.61,77
304,"Activation: softsign, Optimizer: Adadelta, rho: 0.900000, Decay: 0.000000, Dataset-wise Standardized data",97.47600000000001,97.538,97.56,97.75,97
305,"Activation: softsign, Optimizer: Adadelta, rho: 0.990000, Decay: 0.000000, Dataset-wise Standardized data",97.374,97.47399999999999,97.49,97.71,92
306,"Activation: softsign, Optimizer: Adadelta, rho: 0.500000, Decay: 0.010000, Dataset-wise Standardized data",92.31400000000001,92.31400000000001,92.57,92.57,99
307,"Activation: softsign, Optimizer: Adadelta, rho: 0.900000, Decay: 0.010000, Dataset-wise Standardized data",93.20600000000002,93.20600000000002,93.34,93.34,99
308,"Activation: softsign, Optimizer: Adadelta, rho: 0.990000, Decay: 0.010000, Dataset-wise Standardized data",94.736,94.736,94.87,94.87,99
309,"Activation: softsign, Optimizer: Adadelta, rho: 0.990000, Decay: 0.010000, Dataset-wise Standardized data",94.736,94.736,94.87,94.87,99
310,"Activation: softsign, Optimizer: adam, amsgrad: 1.000000, Decay: 0.000000, Dataset-wise Standardized data",97.454,97.47800000000002,97.49,97.72,67
311,"Activation: softsign, Optimizer: adam, amsgrad: 0.000000, Decay: 0.010000, Dataset-wise Standardized data",94.04,94.04200000000002,94.23,94.26,97
312,"Activation: softsign, Optimizer: adam, amsgrad: 1.000000, Decay: 0.010000, Dataset-wise Standardized data",93.904,93.904,94.04,94.04,99
313,"Activation: softsign, Optimizer: Adagrad, Decay: 0.010000, Dataset-wise Standardized data",92.01,92.01,92.19000000000001,92.19000000000001,99
314,"Activation: softsign, Optimizer: Adamax, Decay: 0.010000, Dataset-wise Standardized data",92.80799999999999,92.808,92.95,92.95,97
315,"Activation: softsign, Optimizer: Nadam, Schedule Decay: 0.010000, Dataset-wise Standardized data",97.252,97.35199999999999,97.33000000000001,97.50999999999999,82
316,"Activation: softsign, Optimizer: sgd, Momentum: 0.000000, Decay: 0.001000, Nesterov: False, Dataset-wise Standardized data",92.45999999999998,92.45999999999998,92.58999999999999,92.58999999999999,99
317,"Activation: softsign, Optimizer: sgd, Momentum: 0.000000, Decay: 0.001000, Nesterov: True, Dataset-wise Standardized data",92.48199999999999,92.48199999999999,92.67,92.67,99
318,"Activation: softsign, Optimizer: rmsp, rho: 0.500000, Decay: 0.001000, Dataset-wise Standardized data",96.398,96.41399999999999,96.52,96.53,95
319,"Activation: softsign, Optimizer: rmsp, rho: 0.990000, Decay: 0.001000, Dataset-wise Standardized data",96.704,96.71199999999999,96.78999999999999,96.78999999999999,97
320,"Activation: softsign, Optimizer: Adadelta, rho: 0.500000, Decay: 0.001000, Dataset-wise Standardized data",95.53200000000001,95.53799999999998,95.63000000000001,95.64,97
321,"Activation: softsign, Optimizer: Adadelta, rho: 0.900000, Decay: 0.001000, Dataset-wise Standardized data",96.164,96.164,96.37,96.4,99
322,"Activation: softsign, Optimizer: Adadelta, rho: 0.990000, Decay: 0.001000, Dataset-wise Standardized data",96.832,96.832,96.94,96.94,99
323,"Activation: softsign, Optimizer: Adadelta, rho: 0.990000, Decay: 0.001000, Dataset-wise Standardized data",96.832,96.832,96.94,96.94,99
324,"Activation: softsign, Optimizer: adam, amsgrad: 0.000000, Decay: 0.001000, Dataset-wise Standardized data",96.696,96.742,96.8,96.89,95
325,"Activation: softsign, Optimizer: adam, amsgrad: 1.000000, Decay: 0.001000, Dataset-wise Standardized data",96.67,96.67999999999999,96.87,96.89,98
326,"Activation: softsign, Optimizer: Adagrad, Decay: 0.001000, Dataset-wise Standardized data",94.38000000000001,94.38000000000001,94.5,94.51,99
327,"Activation: softsign, Optimizer: Adamax, Decay: 0.001000, Dataset-wise Standardized data",95.998,96.004,96.09,96.13000000000001,98
328,"Activation: softsign, Optimizer: Nadam, Schedule Decay: 0.001000, Dataset-wise Standardized data",97.432,97.432,97.55,97.6,99
329,"Activation: hard_sigmoid, Optimizer: sgd, Momentum: 0.100000, Decay: 0.000000, Nesterov: False, Dataset-wise Standardized data",96.19200000000001,96.19200000000001,96.25,96.25,99
330,"Activation: hard_sigmoid, Optimizer: sgd, Momentum: 0.900000, Decay: 0.000000, Nesterov: False, Dataset-wise Standardized data",97.36,97.412,97.47,97.61999999999999,98
331,"Activation: hard_sigmoid, Optimizer: sgd, Momentum: 0.000000, Decay: 0.010000, Nesterov: False, Dataset-wise Standardized data",58.66199999999999,58.66199999999999,61.88,61.88,99
332,"Activation: hard_sigmoid, Optimizer: sgd, Momentum: 0.000000, Decay: 0.000000, Nesterov: True, Dataset-wise Standardized data",95.93199999999999,95.93199999999999,96.08,96.08,99
333,"Activation: hard_sigmoid, Optimizer: sgd, Momentum: 0.100000, Decay: 0.000000, Nesterov: True, Dataset-wise Standardized data",96.104,96.114,96.3,96.3,97
334,"Activation: hard_sigmoid, Optimizer: sgd, Momentum: 0.900000, Decay: 0.000000, Nesterov: True, Dataset-wise Standardized data",97.428,97.49399999999999,97.52,97.59,91
335,"Activation: hard_sigmoid, Optimizer: sgd, Momentum: 0.000000, Decay: 0.010000, Nesterov: True, Dataset-wise Standardized data",56.42400000000001,56.42400000000001,61.370000000000005,61.370000000000005,99
336,"Activation: hard_sigmoid, Optimizer: rmsp, rho: 0.500000, Decay: 0.000000, Dataset-wise Standardized data",96.75,96.88000000000001,96.96000000000001,97.09,52
337,"Activation: hard_sigmoid, Optimizer: rmsp, rho: 0.990000, Decay: 0.000000, Dataset-wise Standardized data",97.208,97.35799999999999,97.27,97.55,53
338,"Activation: hard_sigmoid, Optimizer: rmsp, rho: 0.500000, Decay: 0.010000, Dataset-wise Standardized data",91.72200000000001,91.72200000000001,91.94,91.94,99
339,"Activation: hard_sigmoid, Optimizer: rmsp, rho: 0.990000, Decay: 0.010000, Dataset-wise Standardized data",92.59600000000002,92.59600000000002,92.86999999999999,92.88,99
340,"Activation: hard_sigmoid, Optimizer: Adadelta, rho: 0.500000, Decay: 0.000000, Dataset-wise Standardized data",96.91199999999999,96.98599999999999,97.11999999999999,97.18,86
341,"Activation: hard_sigmoid, Optimizer: Adadelta, rho: 0.900000, Decay: 0.000000, Dataset-wise Standardized data",97.21400000000001,97.284,97.4,97.55,79
342,"Activation: hard_sigmoid, Optimizer: Adadelta, rho: 0.990000, Decay: 0.000000, Dataset-wise Standardized data",97.38200000000002,97.454,97.48,97.63,62
343,"Activation: hard_sigmoid, Optimizer: Adadelta, rho: 0.500000, Decay: 0.010000, Dataset-wise Standardized data",89.946,89.946,90.36999999999999,90.36999999999999,99
344,"Activation: hard_sigmoid, Optimizer: Adadelta, rho: 0.900000, Decay: 0.010000, Dataset-wise Standardized data",91.50399999999999,91.50399999999999,91.67,91.7,99
345,"Activation: hard_sigmoid, Optimizer: Adadelta, rho: 0.990000, Decay: 0.010000, Dataset-wise Standardized data",93.172,93.172,93.28999999999999,93.28999999999999,99
346,"Activation: hard_sigmoid, Optimizer: Adadelta, rho: 0.990000, Decay: 0.010000, Dataset-wise Standardized data",93.172,93.172,93.28999999999999,93.28999999999999,99
347,"Activation: hard_sigmoid, Optimizer: adam, amsgrad: 1.000000, Decay: 0.000000, Dataset-wise Standardized data",97.356,97.388,97.42,97.61999999999999,85
348,"Activation: hard_sigmoid, Optimizer: adam, amsgrad: 0.000000, Decay: 0.010000, Dataset-wise Standardized data",92.032,92.032,92.19000000000001,92.19000000000001,99
349,"Activation: hard_sigmoid, Optimizer: adam, amsgrad: 1.000000, Decay: 0.010000, Dataset-wise Standardized data",92.042,92.046,92.2,92.21000000000001,98
350,"Activation: hard_sigmoid, Optimizer: Adagrad, Decay: 0.010000, Dataset-wise Standardized data",89.47,89.47,89.85,89.85,99
351,"Activation: hard_sigmoid, Optimizer: Adamax, Decay: 0.010000, Dataset-wise Standardized data",91.27000000000001,91.27000000000001,91.47999999999999,91.47999999999999,99
352,"Activation: hard_sigmoid, Optimizer: Nadam, Schedule Decay: 0.010000, Dataset-wise Standardized data",97.226,97.32600000000001,97.39,97.55,80
353,"Activation: hard_sigmoid, Optimizer: sgd, Momentum: 0.000000, Decay: 0.001000, Nesterov: False, Dataset-wise Standardized data",84.97999999999999,84.97999999999999,86.33999999999999,86.33999999999999,99
354,"Activation: hard_sigmoid, Optimizer: sgd, Momentum: 0.000000, Decay: 0.001000, Nesterov: True, Dataset-wise Standardized data",84.97600000000001,84.97600000000001,85.77,85.77,99
355,"Activation: hard_sigmoid, Optimizer: rmsp, rho: 0.500000, Decay: 0.001000, Dataset-wise Standardized data",95.73,95.73,95.8,95.8,99
356,"Activation: hard_sigmoid, Optimizer: rmsp, rho: 0.990000, Decay: 0.001000, Dataset-wise Standardized data",96.44600000000001,96.456,96.57,96.61999999999999,98
357,"Activation: hard_sigmoid, Optimizer: Adadelta, rho: 0.500000, Decay: 0.001000, Dataset-wise Standardized data",94.618,94.622,94.69,94.69,95
358,"Activation: hard_sigmoid, Optimizer: Adadelta, rho: 0.900000, Decay: 0.001000, Dataset-wise Standardized data",95.624,95.624,95.7,95.7,99
359,"Activation: hard_sigmoid, Optimizer: Adadelta, rho: 0.990000, Decay: 0.001000, Dataset-wise Standardized data",96.662,96.67,96.96000000000001,97.00999999999999,98
360,"Activation: hard_sigmoid, Optimizer: Adadelta, rho: 0.990000, Decay: 0.001000, Dataset-wise Standardized data",96.662,96.67,96.96000000000001,97.00999999999999,98
361,"Activation: hard_sigmoid, Optimizer: adam, amsgrad: 0.000000, Decay: 0.001000, Dataset-wise Standardized data",96.40600000000002,96.40600000000002,96.56,96.57,99
362,"Activation: hard_sigmoid, Optimizer: adam, amsgrad: 1.000000, Decay: 0.001000, Dataset-wise Standardized data",96.074,96.074,96.17,96.24000000000001,99
363,"Activation: hard_sigmoid, Optimizer: Adagrad, Decay: 0.001000, Dataset-wise Standardized data",92.91,92.91,93.28999999999999,93.28999999999999,99
364,"Activation: hard_sigmoid, Optimizer: Adamax, Decay: 0.001000, Dataset-wise Standardized data",95.38399999999999,95.39,95.61,95.62,98
365,"Activation: hard_sigmoid, Optimizer: Nadam, Schedule Decay: 0.001000, Dataset-wise Standardized data",97.29,97.324,97.41,97.55,55
366,"Activation: LeakyReLU, Optimizer: sgd, Momentum: 0.100000, Decay: 0.000000, Nesterov: False, Dataset-wise Standardized data",97.20400000000001,97.218,97.31,97.42,97
367,"Activation: LeakyReLU, Optimizer: sgd, Momentum: 0.900000, Decay: 0.000000, Nesterov: False, Dataset-wise Standardized data",97.35600000000002,97.47999999999999,97.4,97.67,58
368,"Activation: LeakyReLU, Optimizer: sgd, Momentum: 0.000000, Decay: 0.010000, Nesterov: False, Dataset-wise Standardized data",89.972,89.972,90.08,90.09,99
